primaryTitle,startYear,runtimeMinutes,genres,region,language,averageRating,numVotes
Kalam Mari Katha Mari,1987,\N,\N,IN,\N,6.3,15
Kiss of the Dragon,2001,98,"Action,Crime,Thriller",IN,en,6.6,68938
Lisa,1978,136,"Drama,Horror,Musical",IN,\N,6.7,38
Ramgarh Ke Sholay,1991,123,"Action,Comedy,Crime",IN,\N,4.9,86
Sholay Aur Toofan,1993,128,"Action,Crime,Drama",IN,en,7.6,9
Snip!,2000,\N,"Comedy,Thriller",IN,\N,5.6,136
Tadpole,2002,78,"Comedy,Drama,Romance",IN,hi,6.1,6403
Uff! Yeh Mohabbat,1997,134,"Action,Comedy,Drama",IN,en,4.9,73
Eight Crazy Nights,2002,76,"Animation,Comedy,Musical",IN,en,5.3,27542
Aa Neram Alppa Dooram,1985,122,"Action,Mystery,Thriller",IN,\N,6.5,28
Aalorungi Arangorungi,1986,\N,Drama,IN,\N,7.6,17
Aankiliyude Tharattu,1987,\N,Drama,IN,\N,6.9,39
Aavanazhi,1986,156,"Action,Crime,Thriller",IN,en,7.4,486
Aayiram Kannukal,1986,121,"Crime,Mystery",IN,en,7.1,52
Aayiram Naavulla Ananthan,1996,130,Drama,IN,\N,5.3,96
Aayirappara,1993,141,"Action,Comedy,Drama",IN,\N,6.2,83
Abkari,1988,\N,"Action,Drama",IN,\N,6.0,44
Adayalam,1991,136,"Crime,Mystery,Thriller",IN,\N,6.5,156
Adharvam,1989,150,"Adventure,Fantasy,Thriller",IN,\N,7.0,197
Adimakal Udamakal,1987,149,"Action,Crime,Drama",IN,\N,6.6,110
Adukkan Entheluppam,1986,\N,Drama,IN,\N,7.2,16
Akalathe Ambili,1985,157,Drama,IN,\N,6.8,11
Eight Legged Freaks,2002,99,"Action,Adventure,Comedy",IN,hi,5.5,62462
Arasiyal,1997,\N,"Crime,Drama,Thriller",IN,\N,5.4,33
Artham,1989,134,"Crime,Drama,Thriller",IN,\N,6.8,220
Athinumappuram,1987,\N,"Drama,Musical",IN,\N,7.7,13
A Dog's Will,2000,104,"Comedy,Drama,Fantasy",IN,en,8.6,20875
Aval Kathirunnu Avanum,1986,\N,Drama,IN,\N,7.7,17
Avidathepole Ivideyum,1985,127,"Drama,Family",IN,en,7.2,107
Bandhuvulostunnaru Jagratha,1989,120,"Comedy,Drama",IN,\N,6.5,54
Bhale Mogudu,1987,149,"Comedy,Drama",IN,\N,6.9,28
Bhoot Bungla,1965,145,"Comedy,Horror,Mystery",IN,\N,6.4,152
Carnival,1989,119,"Comedy,Drama",IN,\N,6.3,88
Chalaki Mogudu Chadastapu Pellam,1989,\N,Comedy,IN,\N,6.4,18
Chandi Sona,1977,\N,"Action,Thriller",IN,en,5.9,60
Charithram,1989,\N,"Mystery,Thriller",IN,\N,7.3,154
Chikkadu Dorakadu,1988,\N,"Comedy,Crime,Drama",IN,\N,5.9,24
Chinnodu Peddodu,1988,140,"Comedy,Drama",IN,\N,6.3,23
Chor Police,1983,\N,"Action,Crime,Drama",IN,\N,5.7,53
Dabbevariki Chedu,1987,\N,"Comedy,Drama",IN,\N,4.6,22
Dhartiputra,1993,168,"Action,Drama",IN,en,6.4,99
Dhruvam,1993,138,"Action,Drama,Thriller",IN,\N,8.1,2110
Dhinarathrangal,1988,\N,Drama,IN,\N,6.9,42
Donga Kollu,1988,98,"Comedy,Drama",IN,\N,6.5,33
Ee Charitra Ae Siratho,1982,137,\N,IN,\N,6.1,10
Ee Kaikalil,1986,117,"Action,Drama",IN,\N,5.5,21
Ee Lokam Ivide Kure Manushyar,1985,\N,"Action,Drama",IN,\N,7.2,38
Ee Sabdam Innathe Sabdam,1985,\N,"Action,Crime,Drama",IN,\N,7.3,55
Ee Thanalil Ithiri Neram,1985,\N,"Drama,Family",IN,\N,6.8,30
Ee Thanutha Veluppan Kalathu,1990,140,"Mystery,Thriller",IN,en,7.5,581
Eeran Sandhya,1985,\N,Drama,IN,\N,7.9,20
Ennu Nathante Nimmi,1986,\N,\N,IN,\N,6.4,10
Geetam,1986,148,Drama,IN,\N,6.8,33
Gundammagari Krishnulu,1987,124,Comedy,IN,\N,6.4,15
Ice Cream,1986,\N,\N,IN,\N,6.1,16
Idanilangal,1985,140,Drama,IN,\N,7.2,42
Indraprastham,1996,137,"Crime,Thriller",IN,\N,5.1,198
Iniyum Kadha Thudarum,1985,139,Drama,IN,\N,7.1,46
Ithile Iniyum Varu,1986,\N,Drama,IN,\N,7.5,17
Ithrayum Kalam,1987,\N,"Action,Drama",IN,\N,7.5,16
Iyer the Great,1990,123,Thriller,IN,\N,7.0,378
Jackpot,1993,\N,Drama,IN,\N,6.3,111
Jagratha,1989,134,"Crime,Mystery,Thriller",IN,en,7.5,1022
Jeevana Ganga,1988,\N,"Comedy,Crime,Drama",IN,\N,6.2,10
Jet Boy,2001,99,Drama,IN,en,7.1,1698
Johnnie Walker,1992,127,Drama,IN,\N,6.5,315
Karimpin Poovinakkare,1985,127,"Action,Crime,Drama",IN,ml,7.0,100
Kalikkalam,1990,127,"Comedy,Drama,Thriller",IN,\N,7.2,390
Kanalkkattu,1991,\N,"Crime,Drama",IN,\N,6.3,116
Kanathaya Penkutty,1985,105,"Crime,Mystery",IN,\N,6.9,167
Kandu Kandarinju,1985,\N,"Action,Comedy,Drama",IN,\N,7.1,50
Katha Ithuvare,1985,131,"Drama,Romance",IN,en,7.1,41
Kauravar,1992,149,"Crime,Drama",IN,en,7.8,903
Kaveri,1986,103,Drama,IN,\N,7.6,32
The King,1995,198,"Action,Thriller",IN,en,7.6,1734
Kizhakkan Pathrose,1992,\N,Drama,IN,\N,6.1,107
Kobbari Bondam,1991,149,Comedy,IN,\N,6.3,67
Kothapelli Kuthuru,1985,\N,"Comedy,Drama",IN,\N,8.3,46
Kottayam Kunjachan,1990,120,"Action,Comedy,Drama",IN,\N,7.4,965
Kottum Kuravayum,1987,\N,\N,IN,\N,6.2,11
Kshamichu Ennoru Vakku,1986,112,Drama,IN,\N,6.8,39
Kuch Khatti Kuch Meethi,2001,120,"Comedy,Drama,Romance",IN,\N,4.7,765
Kuttettan,1990,133,"Comedy,Drama",IN,en,6.3,231
Mahanagaram,1992,130,"Action,Drama,Thriller",IN,\N,7.2,86
Makan Ente Makan,1985,129,Drama,IN,\N,5.9,24
Makkal Aatchi,1995,146,Thriller,IN,\N,7.4,82
Malarum Kiliyum,1986,\N,\N,IN,\N,6.9,19
Mazhayethum Munpe,1995,138,"Drama,Romance",IN,\N,7.3,730
Midhya,1990,141,Drama,IN,\N,7.3,71
Miss Frontier Mail,1936,161,"Action,Comedy,Crime",IN,\N,6.3,26
Moonnu Masangalkku Munpu,1986,135,"Crime,Drama,Mystery",IN,\N,6.9,35
Mrigaya,1989,142,"Adventure,Drama",IN,\N,8.0,1558
Muchataga Mugguru,1985,\N,Comedy,IN,\N,7.0,13
Muhurtham Pathnonnu Muppathinu,1985,138,Drama,IN,ml,7.2,25
Mukthi,1988,142,Drama,IN,\N,7.1,45
Nair Saab,1989,157,"Action,Thriller",IN,\N,7.2,558
Nalkkavala,1987,\N,\N,IN,\N,6.7,17
Nandi Veendum Varika,1986,\N,Comedy,IN,\N,7.2,80
National Security,2003,88,"Action,Comedy,Crime",IN,en,5.6,57048
Navodayam,1983,\N,\N,IN,\N,4.6,8
Naya Nasha,1973,\N,"Crime,Drama,Thriller",IN,\N,4.1,21
Neelagiri,1991,146,"Action,Crime,Drama",IN,\N,5.4,135
Neeli Aankhen,1962,\N,Mystery,IN,\N,4.6,11
Nineteen Twenty One,1988,197,"Action,Drama,War",IN,en,6.7,160
No: 1 Sneha Theeram Bangalore North,1995,133,"Comedy,Romance",IN,en,5.8,235
No: 20 Madras Mail,1990,177,"Comedy,Crime,Drama",IN,\N,7.7,1450
Nyayavidhi,1986,143,"Action,Crime,Drama",IN,\N,6.2,45
Oduvil Kittiya Vartha,1985,\N,\N,IN,\N,7.7,9
Ormakalundayirikkanam,1995,91,Drama,IN,en,7.4,45
Oru Abhibhashakante Case Diary,1995,129,"Mystery,Thriller",IN,en,6.7,346
Oru CBI Diary Kurippu,1988,137,"Mystery,Thriller",IN,en,8.1,6584
Oru Sindoora Pottinte Ormaykku,1987,124,"Action,Crime,Drama",IN,\N,7.1,31
Padayani,1986,108,\N,IN,\N,7.1,61
Pelli Choopulu,1983,\N,\N,IN,\N,7.2,8
Poomukhappadiyil Ninneyum Kaathu,1986,\N,"Drama,Romance",IN,\N,6.7,91
Prathyekam Sradhikuka,1986,\N,\N,IN,\N,5.9,11
Preminchu Pelladu,1985,\N,"Comedy,Drama,Romance",IN,en,7.1,45
Puli Varunne Puli,1985,121,"Comedy,Drama",IN,\N,6.2,43
Purappad,1990,\N,\N,IN,\N,6.3,45
Puzhayozhukum Vazhi,1985,\N,\N,IN,\N,4.1,11
Pyar Ki Dhun,2002,138,"Drama,Romance",IN,en,3.8,19
Raju Chacha,2000,163,"Action,Comedy,Drama",IN,en,5.1,2371
Rareeram,1986,\N,"Drama,Romance",IN,\N,7.3,22
Sahasam Cheyara Dimbhaka,1988,146,"Comedy,Crime",IN,\N,6.8,19
Samrajyam,1990,122,"Action,Crime,Thriller",IN,en,7.4,803
Samsaaram Oka Chadarangam,1987,156,Drama,IN,en,7.8,115
Sanghnadam,1988,\N,\N,IN,\N,5.2,11
Sarovaram,1993,\N,\N,IN,\N,5.8,28
Sayam Sandhya,1986,126,\N,IN,en,7.8,22
Shyama,1986,126,"Drama,Romance",IN,\N,7.3,69
Snehamulla Simham,1986,\N,"Drama,Romance",IN,\N,6.7,146
Sreedharante Onnam Thirumurivu,1987,121,"Comedy,Drama,Romance",IN,en,6.8,318
Thanthram,1988,\N,"Action,Mystery,Thriller",IN,\N,6.7,109
Thammil Thammil,1985,\N,Drama,IN,\N,5.9,23
Triyatri,1990,\N,Drama,IN,\N,7.8,44
Udyanapalakan,1996,142,"Drama,Romance",IN,en,6.4,114
Upaharam,1985,108,Drama,IN,\N,6.7,18
Vatsalyam,1993,156,Drama,IN,ml,8.4,3647
Veendum,1986,115,"Crime,Thriller",IN,\N,7.2,56
Vilichu Vilikettu,1985,\N,Drama,IN,\N,6.5,10
Yerra Mandaram,1991,\N,Drama,IN,\N,7.3,47
The Accidental Spy,2001,87,"Action,Comedy,Crime",IN,en,5.8,19624
Achanum Bappayum,1972,\N,Drama,IN,\N,8.3,9
Ahalya,1978,\N,\N,IN,\N,7.2,11
Arachnid,2001,95,"Action,Adventure,Horror",IN,hi,4.0,3335
Aval Vishwasthayayirunnu,1978,123,Drama,IN,\N,3.6,9
Bhai Thakur,2000,118,"Action,Drama",IN,\N,4.4,12
Bindhaast,1999,156,"Adventure,Mystery,Thriller",IN,en,7.5,174
The Last Castle,2001,131,"Action,Drama,Thriller",IN,hi,6.9,89371
Daag: The Fire,1999,152,"Action,Drama,Thriller",IN,en,5.0,874
Gandharava Kshetram,1972,\N,\N,IN,en,8.3,22
Elephants Are My Friends,1971,170,"Drama,Family,Musical",IN,en,6.9,1451
Vampires: Los Muertos,2002,93,"Action,Horror,Thriller",IN,en,4.5,8492
K-PAX,2001,120,"Drama,Mystery,Sci-Fi",IN,en,7.4,200522
Kadathanattu Maakkam,1978,\N,\N,IN,\N,7.2,23
Madeline: Lost in Paris,1999,74,"Adventure,Animation,Comedy",IN,hi,6.2,622
Maravil Thirivu Sookshikkuka,1972,\N,"Crime,Mystery,Thriller",IN,\N,6.2,22
Narc,2002,105,"Crime,Drama,Mystery",IN,en,7.1,44796
Randu Janmam,1978,\N,\N,IN,\N,7.6,18
Sakthi,1972,\N,\N,IN,ml,6.2,8
Songadya,1971,142,Drama,IN,en,8.5,43
Sree Guruvayoorappan,1972,141,\N,IN,ml,6.3,8
Thacholy Ambu,1978,155,"Action,Drama",IN,ml,6.8,21
Punch-Drunk Love,2002,95,"Comedy,Drama,Romance",IN,en,7.3,192553
Censor,2001,165,Drama,IN,hi,3.3,149
Hari-Bhari,2000,134,"Drama,Family",IN,en,7.5,127
Kasoor,2001,151,"Drama,Mystery,Thriller",IN,en,6.1,1324
Mujhe Meri Biwi Se Bachaao,2001,\N,"Comedy,Crime,Family",IN,en,3.5,116
Mujhse Dosti Karoge!,2002,149,"Comedy,Drama,Family",IN,en,5.1,6862
2001: Do Hazaar Ek,1998,149,"Crime,Mystery,Thriller",IN,en,3.8,158
Achammakuttiyude Achayan,1998,\N,Comedy,IN,\N,5.5,42
Aalibabayum Aararakkallanmarum,1998,\N,"Comedy,Drama",IN,\N,5.5,69
Amma Ammayiamma,1998,\N,"Comedy,Drama",IN,en,5.8,113
Apparao Ki Oka Nela Thappindi,2001,\N,Comedy,IN,\N,6.0,13
Arayannangalude Veedu,2000,\N,Drama,IN,\N,6.9,275
Asuravamsam,1997,\N,Action,IN,en,6.0,33
Ayal Kadha Ezhuthukayanu,1998,155,"Comedy,Drama,Romance",IN,\N,7.0,716
Ayushman Bhava,1998,\N,Drama,IN,en,5.2,47
President,1937,153,\N,IN,en,6.7,14
Bhoopathi,1997,\N,"Action,Drama,Thriller",IN,\N,5.4,41
British Market,1998,\N,\N,IN,\N,3.5,23
The Officer's Ward,2001,135,"Drama,Romance,War",IN,en,7.4,1793
Chenapparambile Aanakkariyam,1998,\N,\N,IN,\N,3.6,34
Chitrashalabham,1998,117,"Comedy,Drama",IN,\N,6.0,54
Daman: A Victim of Marital Violence,2001,\N,Drama,IN,en,5.4,117
Desecration,1999,88,"Drama,Horror",IN,en,4.3,706
Dravidan,1998,\N,\N,IN,en,3.9,18
Ennu Swantham Janakikutty,1998,\N,"Drama,Fantasy",IN,\N,7.6,87
Gloriya Fernandez from USA,1998,\N,\N,IN,\N,4.3,17
Grama Panchayath,1998,\N,"Comedy,Drama,Romance",IN,\N,6.2,61
Harthal,1998,141,\N,IN,\N,4.0,13
Humsafar,1953,\N,"Drama,Romance",IN,\N,8.8,14
Ilamura Thamburan,1998,\N,Drama,IN,en,4.8,17
Janathipathyam,1997,\N,"Action,Crime,Mystery",IN,\N,6.1,83
Kaikudunna Nilavu,1998,\N,"Drama,Romance",IN,\N,5.6,121
Kalapam,1998,123,\N,IN,\N,3.1,10
Kanmadam,1998,162,Drama,IN,\N,7.3,525
Kilukil Pambaram,1997,145,Comedy,IN,\N,6.2,163
Kochu Kochu Santhoshangal,2000,120,"Comedy,Drama",IN,\N,6.9,384
Kottaram Veettile Apputtan,1998,\N,"Comedy,Drama,Romance",IN,\N,5.8,265
Kudumba Vaarthakal,1998,\N,\N,IN,\N,5.4,18
Kusruthi Kuruppu,1998,135,"Comedy,Drama",IN,\N,5.8,77
Alukkoru Aasai,1977,\N,\N,IN,\N,5.2,9
Annakili,1976,134,"Drama,Romance",IN,ta,7.4,30
Avar Enakke Sontham,1977,66,\N,IN,\N,4.0,7
Badra Kali,1976,139,\N,IN,ta,6.2,20
Bedara Kannappa,1954,155,Drama,IN,en,8.8,153
Bhuvana Oru Kelvikkuri,1977,146,"Drama,Romance",IN,\N,7.7,95
Current,1992,119,Drama,IN,\N,7.2,69
Dada Sahib,2000,130,"Action,Drama",IN,\N,4.8,279
Darkness,2002,88,Horror,IN,en,5.4,20885
Dheepam,1977,\N,\N,IN,ta,5.5,14
Dheivatheyorthu,1985,\N,\N,IN,ml,4.4,11
Dil Ne Phir Yaad Kiya,2001,\N,"Drama,Musical,Romance",IN,en,3.4,144
Jodidar,1997,157,Fantasy,IN,\N,4.1,29
Khatarnak,2000,141,"Comedy,Mystery,Thriller",IN,\N,6.3,72
Maathu Thappadha Maga,1978,132,\N,IN,\N,8.2,26
Mailpeelikkavu,1998,136,"Romance,Thriller",IN,\N,6.5,210
Manthri Kochamma,1998,\N,\N,IN,\N,2.9,17
Mangalya Pallakku,1998,\N,"Comedy,Drama",IN,\N,4.0,26
Manjeeradhwani,1998,118,Romance,IN,ml,5.4,17
Mannadiar Penninu Chenkotta Checkan,1997,131,Comedy,IN,\N,5.7,128
Manthri Maalikayil Manasammatham,1998,\N,"Comedy,Romance",IN,\N,4.0,23
Manthrikumaran,1998,\N,\N,IN,\N,4.8,38
Mattupetti Machan,1998,134,Comedy,IN,\N,5.6,160
Mayajalam,1998,\N,Comedy,IN,\N,4.6,39
Meenakshi Kalyanam,1998,131,"Comedy,Romance",IN,en,4.4,53
Mockingbird Don't Sing,2001,98,"Biography,Drama",IN,en,6.3,2494
Mohan,1947,\N,Mystery,IN,\N,8.7,14
Mrugjal... Ek Naslela Astitva,2000,\N,"Drama,Sci-Fi,Thriller",IN,\N,7.0,26
Nakshathra Tharattu,1998,\N,"Comedy,Drama",IN,\N,5.9,102
Namoona,1949,\N,"Drama,Romance",IN,\N,7.4,28
Narasimham,2000,175,"Action,Drama",IN,en,7.6,2163
Nidaan,2000,146,"Drama,Romance",IN,ta,6.3,25
Black Tight Killers,1966,87,"Action,Crime,Thriller",IN,en,6.8,541
Ormacheppu,1998,\N,\N,IN,\N,5.0,48
Paalooti Valartha Kili,1976,\N,\N,IN,\N,4.0,7
Pasumponn,1995,134,Drama,IN,en,6.4,109
Poolhall Junkies,2002,99,"Comedy,Drama,Sport",IN,en,6.8,11373
Pranayavarnangal,1998,136,Romance,IN,\N,6.4,163
Punjabi House,1998,146,"Comedy,Drama,Romance",IN,en,8.1,3044
Pyaar Diwana Hota Hai,2002,148,"Comedy,Drama,Romance",IN,\N,4.0,452
Raaja Paarvai,1981,144,"Drama,Musical,Romance",IN,ml,7.6,309
Rangam,1985,\N,\N,IN,en,7.1,62
Rektha Sakshikal Zindabad,1998,145,"Action,Drama",IN,\N,5.8,180
Samantharangal,1998,\N,Drama,IN,\N,7.6,29
Shankar Hussain,1977,135,Drama,IN,\N,7.0,23
Sradha,2000,136,"Crime,Thriller",IN,\N,3.7,184
Sreekrishnapurathe Nakshathrathilakkam,1998,157,Comedy,IN,hi,7.0,345
Summer in Bethlehem,1998,143,"Comedy,Drama",IN,en,7.8,1745
Sundarakilladi,1998,151,"Comedy,Romance",IN,\N,6.3,305
Read My Lips,2001,115,"Crime,Drama,Romance",IN,en,7.3,17124
Thalolam,1998,\N,\N,IN,\N,5.6,26
Thirakalkkappuram,1998,\N,\N,IN,\N,4.3,26
Johnny English,2003,87,"Action,Adventure,Comedy",IN,en,6.3,182639
Udhaar,1949,\N,Drama,IN,\N,6.8,14
Valliettan,2000,171,"Action,Drama",IN,en,6.7,957
Vidya,1948,\N,"Drama,Romance",IN,\N,7.9,51
Vismayam,1998,140,"Comedy,Drama",IN,\N,6.5,103
24 Hour Party People,2002,117,"Biography,Comedy,Drama",IN,en,7.3,41253
Aarilirindhu Aruvathu Varai,1979,150,"Drama,Family",IN,en,8.4,902
Aashique Mastane,1995,\N,Comedy,IN,en,6.6,22
Anbukku Naan Adimai,1980,131,"Action,Drama",IN,te,6.7,89
Annan,1999,143,\N,IN,\N,6.6,8
Baarish,1957,133,"Crime,Drama,Romance",IN,\N,7.1,66
Bharathi,2000,149,"Biography,Drama,Musical",IN,en,7.7,248
Divine Intervention,2002,92,"Comedy,Drama,Romance",IN,en,6.6,4181
Ek Ke Baad Ek,1960,\N,"Drama,Family",IN,\N,7.5,29
The Ignorant Fairies,2001,106,"Drama,Romance",IN,hi,7.3,10675
The Hours,2002,110,"Drama,Romance",IN,en,7.5,145573
Ilaiyavan,2000,\N,Musical,IN,\N,5.0,12
The Jungle Book: Search for the Lost Treasure,1998,96,"Action,Adventure,Family",IN,en,4.6,144
Kaadhal Rojave,2000,\N,Romance,IN,ta,4.8,19
Kaakai Chirakiniley,2000,\N,\N,IN,ta,4.8,22
Kaiyum Thalayum Purathidaruthu,1985,\N,"Comedy,Drama",IN,\N,5.8,14
Kannukkul Nilavu,2000,167,"Drama,Mystery,Romance",IN,en,6.6,1600
Omanikkan Ormavaikkan,1985,\N,\N,IN,\N,7.9,35
Panitheeratha Veedu,1973,\N,\N,IN,en,6.8,9
Pyar Mohabbat,1966,\N,"Adventure,Drama,Romance",IN,\N,7.1,46
Rajasthan,1999,\N,"Action,Crime,Drama",IN,\N,3.5,53
Rock Dancer,1995,168,"Crime,Drama,Musical",IN,en,4.8,60
Minsaara Kanavu,1997,153,"Comedy,Drama,Romance",IN,en,6.7,1476
Sarhad,1960,118,Drama,IN,\N,7.6,31
Sattam En Kaiyil,1978,132,Drama,IN,ta,6.9,65
Swara Kalpana,1989,146,"Drama,Musical",IN,en,6.2,8
Taxi Car,1972,\N,\N,IN,\N,6.5,15
Teen Devian,1965,121,"Musical,Romance",IN,en,7.2,256
Thodarum,1999,149,"Drama,Romance",IN,en,5.1,340
Thyaagam,1978,155,\N,IN,\N,4.3,13
Tracking,1987,79,"Horror,Thriller",IN,en,4.7,126
Crossroads,2002,93,"Comedy,Drama,Romance",IN,en,3.9,46652
Vayasu Pilichindi,1978,141,"Drama,Romance",IN,\N,7.3,43
Vellarikka Pattanam,1985,\N,"Comedy,Drama",IN,\N,4.2,12
The Warrior,2001,158,"Action,Drama,History",IN,en,7.1,11454
Zalzala,1952,\N,"Drama,Romance",IN,en,7.9,9
Aadhiyugam,1985,\N,\N,IN,hi,3.3,9
Aagaaya Gangai,1982,110,Romance,IN,\N,6.1,21
Aan Paavam,1985,136,"Comedy,Musical",IN,en,7.9,422
Achan Kombath Amma Varambath,1995,161,Drama,IN,\N,5.2,30
Adivaram,1997,\N,\N,IN,\N,4.1,11
Life's for Living: Aadmi,1939,164,"Drama,Romance",IN,hi,6.5,19
Akkacheyude Kunjuvava,1985,140,"Drama,Family",IN,\N,7.1,11
Aniyan Bava Chetan Bava,1995,130,"Comedy,Drama",IN,\N,6.8,476
Aval Appadithaan,1978,114,Drama,IN,\N,8.1,340
Aye Auto,1990,137,"Comedy,Romance",IN,en,7.1,673
Chuvanna Kannukal,1990,\N,Drama,IN,\N,6.0,7
Cowboy Bebop: The Movie - Knockin' on Heaven's Door,2001,115,"Action,Animation,Crime",IN,en,7.8,56458
Darling Darling,1977,\N,Romance,IN,\N,6.9,48
Ellam Un Kairasi,1980,131,Drama,IN,\N,5.0,46
Ezhu Muthal Onpathu Vare,1985,\N,\N,IN,\N,6.5,17
Gambler,1971,154,"Crime,Romance,Thriller",IN,en,6.7,189
Gangster,1994,\N,"Action,Drama,Thriller",IN,\N,5.3,75
Gayathridevi Ente Amma,1985,\N,Drama,IN,\N,6.0,10
Graamathu Aathiyam,1980,\N,\N,IN,\N,5.4,8
Grahan,2001,110,"Crime,Drama",IN,\N,5.3,127
Guruji Oru Vakku,1985,121,\N,IN,\N,5.9,48
Jeevante Jeevan,1985,128,Drama,IN,\N,7.0,34
Kaathil Oru Kinnaram,1996,137,"Comedy,Romance",IN,\N,4.7,38
Kalabaaz,1977,145,"Action,Adventure,Drama",IN,\N,6.4,37
Kanjirappally Kariachan,1996,101,\N,IN,\N,4.3,20
Koodum Thedi,1985,\N,"Drama,Romance",IN,\N,6.8,43
Lal Salam,1990,146,Drama,IN,\N,7.5,404
Lashkar,1989,176,"Action,Crime,Drama",IN,en,5.7,74
Maala Yogam,1990,130,"Comedy,Drama",IN,\N,6.6,108
Bad Education,2004,106,"Crime,Drama",IN,en,7.4,65424
Malayaalamaasam Chingam Onninu,1996,\N,Drama,IN,\N,4.5,41
Manoos,1939,160,"Drama,Romance",IN,en,7.5,64
Mulamoottil Adima,1985,129,\N,IN,\N,7.1,34
Naayakan,1985,\N,Drama,IN,\N,7.7,50
Njan Piranna Nattil,1985,\N,\N,IN,\N,7.1,19
Oru Kudakeezhil,1985,\N,\N,IN,\N,5.4,12
Orukkam,1990,136,"Action,Drama,Thriller",IN,\N,5.9,24
Pyaar Mein Kabhi Kabhi...,1999,173,"Comedy,Drama,Musical",IN,en,4.6,198
Raton Ka Raja,1970,130,Drama,IN,en,4.8,9
Randam Varavu,1990,\N,"Action,Crime,Thriller",IN,\N,5.5,34
Shabarimale Swamy Ayyappa,1990,137,\N,IN,en,7.5,22
Sasneham,1990,146,"Comedy,Drama",IN,\N,7.4,133
Special Squad,1995,\N,\N,IN,\N,6.8,12
Sunday 7.P.M.,1990,\N,Thriller,IN,\N,4.1,14
Tape,2001,86,Drama,IN,en,7.2,21984
Samrat,1994,\N,Action,IN,\N,6.0,11
Live Show,2000,110,Drama,IN,en,6.7,172
Tyaag,1977,\N,"Drama,Romance",IN,\N,7.5,41
Vanarasena,1996,104,\N,IN,\N,5.1,15
Vannu Kandu Keezhadakki,1985,\N,\N,IN,\N,6.1,13
Varthamana Kalam,1990,\N,"Drama,Romance",IN,\N,5.3,24
Vasantha Sena,1985,\N,"Drama,Mystery",IN,\N,6.6,20
Versus,2000,119,"Action,Drama,Fantasy",IN,en,6.3,14100
Vidhyarambham,1990,\N,"Comedy,Drama",IN,\N,6.8,43
Vyooham,1990,\N,"Action,Crime,Thriller",IN,\N,6.3,44
Lilo & Stitch,2002,85,"Adventure,Animation,Comedy",IN,en,7.4,238717
Aame,1994,\N,Drama,IN,\N,7.4,67
Adharmam,1994,152,Action,IN,\N,4.6,18
Anokha Daan,1972,\N,Drama,IN,\N,7.4,12
Anthahpuram,1998,137,"Action,Drama,Thriller",IN,\N,7.8,455
Anuragakottaram,1998,152,"Comedy,Drama",IN,\N,5.7,113
Avenging Angelo,2002,97,"Action,Comedy,Crime",IN,en,5.1,10592
The Country Bears,2002,88,"Comedy,Family,Music",IN,en,4.3,6480
Desiya Geetham,1998,155,\N,IN,\N,6.4,48
Devi,1970,145,"Drama,Family",IN,\N,6.9,36
Dharma,1998,\N,\N,IN,\N,5.6,38
Gaai Aur Gori,1973,148,"Drama,Family",IN,\N,6.1,28
Gajaraja Manthram,1997,\N,"Comedy,Drama",IN,hi,5.2,45
Irattai Roja,1996,\N,\N,IN,\N,6.2,51
Kaadhal Kavidai,1998,145,"Drama,Romance",IN,ta,6.3,76
Kottappurathe Koottukudumbam,1997,\N,"Comedy,Drama",IN,\N,4.6,32
Kulam,1997,\N,Drama,IN,\N,5.2,26
Mama Bagunnavaa?,1997,\N,"Comedy,Drama,Romance",IN,\N,5.3,10
Meenathil Thalikettu,1998,\N,"Comedy,Drama,Family",IN,\N,6.8,368
Mogudu Pellalu,1985,132,"Comedy,Drama,Romance",IN,\N,7.0,19
Oru Mutham Mani Mutham,1997,\N,Drama,IN,\N,5.1,20
Rain,2001,97,"Action,Drama,Romance",IN,en,5.5,368
Raaja,1975,140,"Drama,Family",IN,\N,6.3,47
Route 10,2001,\N,\N,IN,hi,8.3,18
Samjhauta,1973,\N,"Drama,Family",IN,\N,6.4,24
Sunehra Sansar,1975,\N,"Drama,Family",IN,\N,5.6,35
Thyagabhoomi,1939,194,\N,IN,en,5.9,13
Vamsam,1997,\N,\N,IN,\N,5.7,14
Yehi Hai Zindagi,1977,133,"Comedy,Drama",IN,en,7.1,182
Aahuthi,1988,\N,"Action,Drama",IN,en,7.2,12
About a Boy,2002,101,"Comedy,Drama,Romance",IN,hi,7.1,197845
Ajnathavasam,1973,\N,\N,IN,\N,3.5,10
Azhakulla Saleena,1973,\N,\N,IN,\N,6.0,8
Below,2002,105,"Action,Horror,Mystery",IN,hi,6.1,25656
Bhairavi,1978,124,Drama,IN,ta,7.4,85
Chittu Kuruvi,1978,\N,Drama,IN,\N,7.6,11
Chor Chor,1974,\N,"Crime,Drama,Thriller",IN,\N,7.3,32
Dharmayudham,1973,169,Fantasy,IN,ml,6.2,6
Divyadharsanam,1973,139,\N,IN,ml,4.4,11
Dogville,2003,171,"Crime,Drama",IN,en,8.0,166356
Double Cross,1972,\N,"Action,Thriller",IN,\N,4.8,39
Football Champion,1973,\N,\N,IN,\N,7.5,12
Hum Rahe Na Hum,1984,137,Drama,IN,\N,5.8,23
I Am Sam,2001,132,Drama,IN,en,7.6,160173
Kaalachakram,1973,127,\N,IN,\N,6.1,16
Kaapalika,1973,131,\N,IN,\N,7.8,7
