primaryTitle,startYear,runtimeMinutes,genres,averageRating,numVotes,language
Chittam Maharani,2022,125,"Drama,Romance",6.5,1925,hi
Thor: God of Thunder,2022,87,"Action,Fantasy",2.3,471,hi
He's Watching,2022,95,Horror,3.8,473,hi
Parachute,2023,108,"Comedy,Drama,Romance",6.3,1564,hi
Girl in the Picture,2022,101,"Crime,Documentary,Mystery",7.3,24671,hi
Kidugu,2023,107,Crime,5.2,127,hi
Srirangapuram,2022,130,Action,8.2,83,hi
Into the Storm,2014,89,"Action,Adventure,Drama",5.8,73677,hi
Machine Gun Kelly's Life in Pink,2022,101,"Documentary,Music",6.4,1412,hi
The Iron Claw,2023,132,"Biography,Drama,Sport",7.6,112951,hi
Legendary Amazons,2011,107,Action,4.4,835,hi
Jurassic Domination,2022,85,"Action,Adventure,Horror",2.5,478,hi
Spectral,2016,107,"Action,Adventure,Sci-Fi",6.3,69010,hi
Pookkaalam,2023,137,"Comedy,Drama,Family",7.3,4514,ml
Upadhyaksha,2024,153,Comedy,6.3,379,hi
Balamevvadu,2022,120,"Crime,Drama,Romance",6.5,2014,hi
Walking on Sunshine,2014,97,"Comedy,Drama,Musical",5.4,6736,hi
I Heard the Bells,2022,110,"Biography,Drama,Family",6.7,1172,hi
Happy Ending,2023,92,"Comedy,Romance",5.4,2304,hi
Paranormal Activity 4,2012,88,"Horror,Mystery",4.7,73057,hi
Transformers: Age of Extinction,2014,165,"Action,Adventure,Comedy",5.6,344888,hi
Poovan,2023,138,"Comedy,Drama",4.8,437,hi
Takatak 2,2022,121,"Comedy,Romance",6.0,200,hi
Two Men,2022,115,"Drama,Thriller",7.1,1310,hi
Saiyar Mori Re,2022,165,Romance,8.1,367,hi
R.I.P.D. 2: Rise of the Damned,2022,102,"Action,Adventure,Comedy",4.6,6477,hi
Udeekan Teriyan,2023,137,"Drama,Family",7.3,58,hi
Die Alone,2024,90,"Drama,Horror,Mystery",5.8,5018,hi
Python Island,2022,77,"Adventure,Horror,Thriller",4.2,127,hi
PB0931,2022,123,Thriller,5.6,16,hi
Stay on Board: The Leo Baker Story,2022,72,"Documentary,Sport",6.8,488,hi
Meelo Okadu,2022,146,"Drama,Family",7.8,2016,hi
My Big Fat Greek Wedding 3,2023,92,"Comedy,Drama,Romance",5.2,12737,hi
Secrets of the Oligarch Wives,2022,120,Documentary,6.9,141,hi
Legacy Peak,2022,95,"Adventure,Drama,Family",5.1,682,hi
The Next 365 Days,2022,112,"Drama,Romance",2.9,12421,hi
Nadikalil Sundari Yamuna,2023,129,Comedy,5.3,431,hi
Hansan: Rising Dragon,2022,130,"Action,Drama,History",6.6,2474,hi
Gangnam Zombie,2023,81,"Action,Horror",3.2,936,hi
Travels Inside Foreign Heads,2022,120,"Drama,Sci-Fi",6.4,19,hi
The Point Men,2023,108,"Action,Crime,Drama",6.0,1963,hi
Sanju Ke Dulhania,2022,150,"Comedy,Drama,Romance",7.0,14,hi
El Conde,2023,110,"Comedy,Fantasy,History",6.4,15886,hi
Terrace 13B Case,2022,\N,"Crime,Drama,Horror",8.9,49,hi
Secret Society 2: Never Enough,2022,84,Drama,4.8,345,hi
Chennai Express,2013,141,"Action,Comedy,Romance",6.2,70235,hi
Fearless 2,2012,120,"Action,Comedy,Crime",4.8,21587,hi
An Awkward Sexual Adventure,2012,98,"Comedy,Romance",6.1,10557,hi
Poola Rangadu,2012,\N,Comedy,5.6,219,hi
Aye Bujji Neeku Nene,2022,127,"Action,Comedy,Drama",8.8,10,hi
Paglu,2011,143,Romance,4.1,1005,hi
Projapoti,2011,114,Romance,5.4,221,hi
Biyak,2022,79,Drama,5.8,558,hi
Off the Grid,2011,75,\N,6.4,34,hi
Wayfinder,2022,84,Drama,4.4,30,hi
Kunjamminis Hospital,2023,122,"Comedy,Fantasy,Horror",6.3,137,hi
Cult Killer,2024,105,"Adventure,Crime,Drama",4.8,3156,hi
Cup,2024,146,"Drama,Family,Sport",8.6,98,hi
The Final Rose,2022,91,"Horror,Mystery,Thriller",4.7,334,hi
Young Heroes of Chaotic Times,2022,90,Action,8.7,81,hi
Girki,2022,\N,"Comedy,Romance,Thriller",7.7,454,hi
Foreign Sarakku,2022,\N,"Action,Thriller",9.1,39,hi
The Starling Girl,2023,117,Drama,6.7,3570,hi
Khwaabon Ka Jhamela,2024,113,"Drama,Romance",5.4,118,hi
The Fall of Alejandra,2022,73,Thriller,4.0,48,hi
E.M.I,2022,123,Drama,7.5,553,hi
Santacruz,2022,147,"Drama,Musical,Romance",5.2,809,hi
The Final Girls,2015,91,"Comedy,Fantasy,Horror",6.5,56015,hi
Lisa Frankenstein,2024,101,"Comedy,Horror,Romance",6.1,30394,hi
American Werewolves,2022,80,Documentary,4.8,188,hi
A Violent Tale,2022,95,"Crime,Drama,Thriller",8.2,35,hi
After Death,2023,108,Documentary,6.3,2009,hi
All of Us Strangers,2023,105,"Drama,Romance",7.6,75343,hi
Britain in a Day,2012,89,Documentary,7.4,129,hi
Hacksaw Ridge,2016,139,"Biography,Drama,History",8.1,658068,hi
The House with a Clock in Its Walls,2018,105,"Comedy,Family,Fantasy",6.1,58681,hi
Buba,2022,94,"Comedy,Crime,Drama",5.9,3269,hi
Maa Nanna Naxalite,2022,120,"Action,Drama",9.4,72,hi
I Am Ichihashi: Journal of a Murderer,2013,83,Drama,4.8,112,hi
Hey You!,2022,104,"Romance,Thriller",3.5,155,hi
Pixels,2015,105,"Action,Adventure,Comedy",5.6,174674,hi
Agatha,2022,60,"Animation,Horror",3.8,149,hi
Ranking All 836 Moons in Super Mario Odyssey,2022,144,Animation,8.4,19,hi
Sweet BodyGuard,2022,76,Action,6.1,69,hi
Muoi: The Curse Returns,2022,95,"Drama,Horror,Mystery",4.6,196,hi
Long Drive,2023,\N,Thriller,9.3,835,hi
Male Fox Tale 3,2022,90,Action,8.7,64,hi
Force Majeure,2014,120,"Comedy,Drama",7.2,71569,hi
Baapu Bahar Bhejde,2022,121,Comedy,7.3,17,hi
Galaxy Games,2022,84,Fantasy,2.6,138,hi
One More Time,2023,85,"Comedy,Drama,Romance",5.8,2812,hi
Stranger,2022,80,"Horror,Thriller",2.6,242,hi
A Holy Conspiracy,2022,143,Drama,7.6,79,hi
Sniper: Rogue Mission,2022,96,"Action,Thriller",4.7,2693,hi
Shivpratap Garudjhep,2022,135,History,8.0,394,hi
Dead Line,2023,124,Thriller,7.5,1561,hi
Naar Ka Sur,2022,125,Drama,9.1,70,hi
The Woman Who Loses Herself,2022,100,"Horror,Thriller",5.1,470,hi
Doraemon the Movie: Nobita's Sky Utopia,2023,107,"Adventure,Animation,Comedy",6.8,1606,hi
Ferrari Ki Sawaari,2012,140,"Comedy,Drama,Family",6.4,9491,hi
Don't Blame Karma!,2022,85,"Comedy,Romance",4.7,969,hi
I Have Electric Dreams,2022,102,Drama,6.7,1231,hi
Padma Shri Kaur Singh,2022,122,"Biography,Drama,Sport",7.8,31,hi
Safe Place,2022,103,Drama,7.2,1849,hi
Semret,2022,85,Drama,6.1,152,hi
Visudha Mejo,2022,121,"Comedy,Romance",4.9,171,ml
Aapdi Thaapdi,2022,120,Drama,5.9,131,hi
3,2012,145,"Drama,Mystery,Romance",7.4,7052,hi
What Remains,2011,101,Drama,5.7,535,hi
Theater Camp,2023,92,Comedy,6.9,19140,hi
Ghostbusters: Frozen Empire,2024,115,"Adventure,Comedy,Fantasy",6.1,99776,hi
Five Blind Dates,2024,83,"Comedy,Romance",5.1,2122,hi
Carter,2022,132,"Action,Thriller",5.1,10622,hi
Judaa Hoke Bhi,2022,121,"Horror,Thriller",5.2,1803,hi
Deleter,2022,93,"Drama,Horror,Mystery",5.2,653,hi
In,2022,81,"Drama,Mystery,Thriller",5.5,99,hi
Palthu Janwar,2022,117,"Comedy,Drama",6.7,2970,hi
Kikoriki: Team Invincible,2011,90,"Action,Adventure,Animation",5.8,676,hi
28 Hotel Rooms,2012,82,"Drama,Romance",5.7,3825,hi
The Beast Below,2022,149,"Action,Adventure,Comedy",4.1,578,hi
Through My Window: Across the Sea,2023,109,"Comedy,Drama,Romance",5.2,8998,hi
Dheera,2024,123,"Action,Thriller",7.7,1328,hi
Heaven in Hell,2023,120,"Drama,Romance",4.0,866,hi
Re/Member,2022,102,"Drama,Horror,Mystery",5.2,4652,hi
Sidemen Charity Match 2022 (Sidemen FC VS Youtube Allstars),2022,90,"Reality-TV,Sport",8.7,185,hi
Day Zero,2022,82,"Action,Horror",4.8,623,hi
Searching for Sugar Man,2012,86,"Biography,Documentary,Music",8.2,75510,hi
The Queen of Versailles,2012,100,Documentary,7.1,13977,hi
Make Me Believe,2023,104,"Comedy,Romance",5.7,3965,hi
Dreadful Chapters,2023,105,"Horror,Thriller",3.2,213,hi
Majajan Orchestra,2022,137,Drama,8.6,86,hi
Haryana,2022,\N,Comedy,6.1,231,hi
Gargi,2022,140,"Drama,Thriller",8.1,8077,hi
Back to Black,2024,122,"Biography,Drama,Music",6.3,28534,hi
Mission Raniganj,2023,134,"Action,Biography,Drama",7.2,20142,hi
Ekk Deewana Tha,2012,136,"Drama,Romance",6.1,3487,hi
San Andreas,2015,114,"Action,Adventure,Thriller",6.1,271459,hi
Second Act,2018,103,"Comedy,Drama,Romance",5.8,31887,hi
Cheta Singh,2023,135,Thriller,6.5,306,hi
Sri Ranga,2022,98,Comedy,4.9,207,hi
Autumn Beat,2022,103,"Drama,Music",5.9,798,hi
Scrambled,2023,100,Comedy,5.8,1620,hi
48 Kos,2022,\N,Drama,6.4,20,hi
Gulu Gulu,2022,148,Comedy,5.8,1107,hi
Marmalade,2024,99,"Comedy,Crime,Drama",6.3,4101,hi
You Are So Not Invited to My Bat Mitzvah,2023,103,Comedy,5.9,27247,hi
Tahan,2022,88,"Drama,Thriller",4.6,667,hi
Remember,2022,128,"Action,Drama,Thriller",6.8,1875,hi
100 Dresses,2022,\N,Horror,7.4,22,hi
Poran,2022,139,"Crime,Drama,History",7.3,2424,hi
The Park,2023,76,"Action,Drama,Horror",4.4,509,hi
Bank Robbers: The Last Great Heist,2022,109,"Crime,Documentary",7.0,1590,hi
Recce 360,2022,108,"Crime,Thriller",6.9,2223,hi
The Shutdown,2022,79,Drama,4.7,44,hi
Wanted PanduGod,2022,112,"Comedy,Family",2.4,235,hi
Nenu Meeku Baaga Kavalsinavaadini,2022,130,Drama,5.2,1366,hi
Alluri,2022,120,"Action,Crime,Drama",5.6,593,hi
Panchatantra Kathalu,2022,143,Drama,7.5,78,hi
Itlu Maredumilli Prajaneekam,2022,122,Drama,6.9,595,hi
The Up Rank,2022,90,"Action,Crime,Drama",6.3,136,hi
First Day First Show,2022,119,Comedy,4.9,354,hi
Flight/Risk,2022,98,Documentary,6.4,934,hi
2037,2022,126,Drama,6.6,804,hi
Scorpio Nights 3,2022,112,Thriller,5.4,1099,hi
Bestie,2022,137,"Romance,Thriller",4.7,40,hi
Achena Uttam,2022,140,"Biography,Drama",8.2,3220,hi
Brutal,2012,85,Horror,6.8,86,hi
Fakta Ladh Mhana,2011,145,"Action,Drama,Thriller",6.2,175,hi
Mangalyam,2022,120,Drama,7.9,519,hi
Driver Jamuna,2022,104,"Crime,Thriller",5.4,977,hi
Tere Naal Love Ho Gaya,2012,130,"Comedy,Drama,Romance",5.9,4812,hi
Antarjal,2022,101,"Drama,Thriller",5.6,30,hi
Little Miss Rawther,2023,122,"Comedy,Drama,Musical",5.0,356,hi
The Flying Swordsman,2022,103,"Action,Adventure,Drama",5.8,158,hi
Skinamarink,2022,100,"Horror,Mystery",4.7,19854,hi
Jagannatakam,2022,161,Drama,7.0,2067,hi
Love Tactics 2,2023,98,"Comedy,Romance",5.0,2888,hi
Ashes,2024,100,"Drama,Romance",4.3,2760,hi
Chhalla Mud Ke Nahi Aaya,2022,138,"Drama,Family",7.6,1124,hi
Hidden,2015,84,"Horror,Sci-Fi,Thriller",6.4,28328,hi
Maleficarum,2011,102,"Drama,History,Horror",4.5,252,hi
Purificacion,2022,105,Thriller,4.1,399,hi
The Bling Ring,2013,90,"Biography,Crime,Drama",5.6,95031,hi
Spellbound,2011,114,"Comedy,Fantasy,Horror",6.8,3872,hi
Raja Rani,1971,\N,\N,1.5,23,hi
The Legend of Enveloped Demons,2022,94,"Adventure,Drama,Fantasy",5.4,97,hi
Candy Cane Lane,2023,117,"Comedy,Family,Fantasy",5.6,22309,hi
Rangoli,2023,130,"Drama,Family",7.3,1478,hi
Battery,2022,122,Drama,4.6,371,hi
Anukoni Prayanam,2022,\N,Drama,5.7,1181,hi
Sivi 2,2022,\N,Horror,6.5,12,hi
Osthi,2011,150,Action,3.8,989,ta
Royal Bengal Rahasya,2011,106,"Adventure,Thriller",7.3,1523,hi
Anth the End,2022,105,"Mystery,Thriller",6.2,1091,hi
Miami Seh New York,2022,\N,Comedy,8.2,16,hi
School Romance: Pure Love Web Series,2021,\N,Romance,7.8,6,hi
MAATI 2 Kahani kisaan ki,2022,\N,"Drama,Family",9.4,56,hi
Sasanasabha,2022,128,Drama,4.4,584,hi
Vinaro Bhagyamu Vishnu Katha,2023,138,"Comedy,Drama,Romance",6.7,3028,hi
Heartsong,2022,95,"Comedy,Drama,Music",5.8,2273,hi
Chobbar,2022,125,Action,6.8,289,hi
Inside the Mind of a Cat,2022,67,Documentary,6.9,7541,hi
Best Couple,2022,\N,Romance,8.3,8,hi
Vala,2022,138,Thriller,6.9,15,hi
Saradhi,2022,\N,Action,8.2,23,hi
Bones of Crows,2022,124,Drama,6.8,733,hi
Abbara,2022,148,Action,5.8,39,hi
Timepass 3,2022,122,"Drama,Romance",5.8,443,hi
Jothi,2022,115,Drama,6.1,255,hi
Rowdy Rocky,2022,\N,"Action,Drama",7.4,13,hi
Jacked,2022,62,Drama,5.1,92,hi
Naihar,2022,\N,Drama,8.2,15,hi
Sidemen Tinder in Real Life 4,2022,50,Reality-TV,7.2,28,hi
Kolla,2023,123,Thriller,5.5,347,hi
Pollen,2023,86,"Horror,Mystery,Thriller",4.0,492,hi
Month of Madhu,2023,140,"Drama,Romance",6.8,2541,hi
The Roundup: No Way Out,2023,105,"Action,Crime,Thriller",6.6,7991,hi
It's Christmas Again,2022,88,"Drama,Musical,Romance",7.5,97,hi
A Widow Seduced,2024,82,Thriller,5.0,203,hi
Celebrity Sex Tape,2012,87,Comedy,2.9,3121,hi
Ratham,2023,142,"Action,Crime,Drama",6.3,801,hi
Kalaga Thalaivan,2022,141,"Action,Crime,Drama",6.7,1587,hi
Mense van die Wind,2022,101,Drama,6.0,47,hi
Autobiography,2022,115,"Drama,Mystery,Thriller",7.1,899,hi
The Devil's in the Details,2013,100,Thriller,3.7,902,hi
All the Beauty and the Bloodshed,2022,113,"Documentary,History",7.5,8991,hi
In Viaggio: The Travels of Pope Francis,2022,80,Documentary,6.4,116,hi
Thappa,2022,\N,"Comedy,Horror",5.8,19,hi
Frogman,2023,81,Horror,5.0,2215,hi
Gaalodu,2022,125,"Action,Drama,Romance",5.8,2207,hi
World War III,2022,117,"Adventure,Crime,Drama",7.1,4158,hi
Sumi,2022,90,Drama,9.2,32,hi
Aagantuk,2023,103,"Comedy,Drama,Thriller",5.1,134,hi
Rechipodam Brother,2022,123,"Action,Thriller",6.5,1847,hi
Running with the Devil: The Wild World of John McAfee,2022,105,"Crime,Documentary",5.9,4096,hi
Crew,2024,118,"Comedy,Drama",5.8,39138,hi
Rocket Gang,2022,121,"Comedy,Drama,Fantasy",3.9,175,hi
Delivery Boy,2023,154,Drama,7.6,203,hi
Love You Loktantra,2022,135,Drama,6.5,1102,hi
Kacchey Limbu,2022,109,"Drama,Family",6.2,494,hi
A Man of Reason,2022,99,"Action,Drama,Thriller",5.9,1355,hi
That's Amor,2022,96,"Comedy,Romance",5.4,4374,hi
Sicosexual,2022,96,Thriller,4.4,72,hi
Confidential Informant,2023,88,"Action,Crime,Drama",3.7,3214,hi
On Either Sides of the Pond,2022,105,Drama,7.6,172,hi
Beyond the Sky,2022,112,"Romance,Thriller",4.9,563,hi
Playing It Cool,2014,94,"Comedy,Romance",5.9,31651,hi
Suitable Flesh,2023,100,"Drama,Horror,Thriller",5.3,8506,hi
Siya,2022,117,"Crime,Drama",7.4,6614,hi
Long Shot,2019,125,"Comedy,Romance",6.8,127184,hi
The Lake,2022,104,"Horror,Sci-Fi,Thriller",3.8,1442,hi
Wolf Children,2012,117,"Animation,Drama,Family",8.1,53410,hi
Raaz 3,2012,139,"Horror,Romance,Thriller",4.2,4380,hi
Married by Mistake,2023,88,"Comedy,Drama,Romance",5.7,891,hi
Operation Mayfair,2023,116,"Crime,Thriller",2.4,1252,hi
Saving Mr. Banks,2013,125,"Biography,Comedy,Drama",7.5,174235,hi
Self/less,2015,117,"Action,Mystery,Sci-Fi",6.5,106861,hi
Stalled,2013,84,"Comedy,Horror",4.7,2252,hi
Tanu Weds Manu Returns,2015,128,"Comedy,Drama,Romance",7.6,30437,hi
The Accountant,2016,128,"Action,Crime,Drama",7.3,385819,hi
The Current War,2017,102,"Biography,Drama,History",6.5,32824,hi
The Broken Hearts Gallery,2020,109,"Comedy,Romance",6.4,10954,hi
The Pretty One,2013,90,"Comedy,Drama",6.3,10648,hi
Two Night Stand,2014,86,"Comedy,Romance",6.3,75948,hi
Aamhi Butterfly,2022,105,Drama,9.1,31,hi
Vattakara,2022,132,Crime,6.8,13,hi
Bikini Hackers,2023,66,Comedy,1.8,553,hi
Rowdy Singh,2022,145,Action,6.7,21,hi
Nodi Swamy Ivanu Irode Heege,2022,\N,Comedy,6.7,51,hi
Cold as Marble,2022,88,Drama,7.2,35,hi
Laung Laachi 2,2022,138,"Drama,Romance",5.4,727,hi
Shark Side of the Moon,2022,88,"Action,Horror,Sci-Fi",2.8,1185,hi
Ancestor in Search of Gold,2020,90,Action,6.5,58,hi
Mei Hoom Moosa,2022,138,Drama,5.7,1152,hi
Hua Mulan,2020,74,Action,5.2,142,hi
Anikulapo,2022,142,"Drama,Fantasy",5.4,548,hi
The Underdoggs,2024,96,"Comedy,Sport",5.6,4754,hi
Byomkesh Hatyamancha,2022,120,"Drama,Mystery",5.7,592,hi
Detective Knight: Rogue,2022,105,"Action,Adventure,Crime",3.9,2483,hi
The Set Up 2,2022,110,"Crime,Drama",4.7,61,hi
Valley of a Thousand Hills,2022,98,Drama,5.9,119,hi
Bhoothaddam Bhaskar Narayana,2024,141,"Drama,Mystery,Thriller",6.2,303,hi
Is That Black Enough for You?!?,2022,135,"Documentary,History",7.2,1686,hi
Dochevaarevarura,2023,\N,"Comedy,Crime,Thriller",7.1,2354,hi
The Volcano: Rescue from Whakaari,2022,98,Documentary,7.4,9340,hi
Office Invasion,2022,112,"Action,Comedy,Horror",4.5,4889,hi
Ini Utharam,2022,126,Thriller,6.4,1151,hi
How to Blow Up a Pipeline,2022,104,"Action,Crime,Drama",6.9,11967,hi
Bula,2022,104,"Horror,Thriller",4.7,591,hi
Batman: The Long Halloween,2021,168,"Action,Animation,Crime",7.5,3736,hi
Boyz 3,2022,136,Drama,5.8,318,hi
Baby Ruby,2022,93,"Drama,Horror,Thriller",4.7,3941,hi
The Taste of Apples Is Red,2022,83,"Drama,War",5.6,121,hi
Moment of Contact,2022,108,Documentary,7.1,2604,hi
Mar de Fondo,2012,92,Drama,6.7,32,hi
Diamond Necklace,2012,157,"Drama,Romance",7.2,2209,hi
Vazhakku Enn 18/9,2012,124,"Crime,Drama,Thriller",8.2,2461,te
Faisla Main Karungi,1995,\N,Action,4.6,15,hi
Saboot Mangta Hain Kanoon,1994,144,"Action,Drama",3.4,11,hi
Mortal Kombat Legends: Snow Blind,2021,82,"Action,Adventure,Animation",6.7,4565,hi
Yaar Mera Titliaan Warga,2022,110,"Comedy,Drama",5.8,467,hi
Sarayu,2022,125,Thriller,7.2,26,hi
"Brother, Superhit!",2018,139,"Action,Comedy,Drama",3.9,693,hi
Pancham Unmixed: Mujhe Chalte Jaana Hai ...,2008,113,Documentary,8.9,62,hi
Subramaniapuram,2008,145,"Action,Drama,Thriller",8.2,2586,hi
Boura Hatabaksa,2022,130,Drama,9.1,18,hi
Ayynoorum Ayynthum: 500 & 5,2012,120,"Action,Drama,Romance",5.5,7,ta
Naa Ishtam,2012,\N,Drama,3.3,174,ta
Kalapuram,2022,\N,Comedy,6.7,67,hi
I Still See You,2018,98,"Fantasy,Horror,Mystery",5.8,12587,hi
The World of Kapata,2022,48,"Drama,Fantasy",9.4,82,hi
The Zone,2011,70,Drama,4.7,345,hi
Dear Vaappi,2023,138,"Drama,Romance",6.2,632,hi
Kaari,2022,162,Drama,5.3,243,hi
Vikipedia,2022,130,"Drama,Romance",9.4,43,hi
Kaalangalil Aval Vasantham,2022,120,Romance,5.8,152,hi
Mann Kasturi Re,2022,122,"Mystery,Romance",6.8,2118,mr
Middle Class Love,2022,122,"Comedy,Drama,Romance",6.1,944,hi
Sex with Sue,2022,90,Documentary,8.0,75,hi
Gatta Kusthi,2022,144,"Comedy,Drama,Romance",6.5,2933,hi
Die Hard Fan,2022,131,"Comedy,Drama",7.5,2054,hi
Premadesam,2023,154,"Comedy,Drama",6.7,2927,hi
Kattam Solludhu,2022,102,"Comedy,Drama",8.9,12,hi
Gabriel's Rapture: Part Three,2022,132,Romance,5.9,627,hi
Coin,2022,86,Documentary,6.0,83,hi
Bujji Ila Raa,2022,120,Thriller,6.5,2390,hi
Lost Ladies,2023,122,"Comedy,Drama",8.3,55879,hi
December 24,2023,110,"Horror,Thriller",9.1,64,hi
Am Aha,2022,127,"Comedy,Drama,Thriller",7.6,2073,hi
Rise of the Footsoldier: Vengeance,2023,112,Action,5.9,1741,hi
South to Black Power,2023,89,Documentary,5.2,262,hi
Raundal,2023,147,"Action,Drama,Musical",7.3,297,hi
Shennong Savage,2022,\N,Adventure,5.0,42,hi
1948 Akhand Bharat,2022,128,Drama,8.4,28,hi
Uthami,2022,112,Drama,3.8,12,hi
Tora's Husband,2022,150,\N,8.3,49,hi
Wingwomen,2023,116,"Action,Comedy,Crime",5.7,7956,hi
The Disappearance of Cari Farver,2022,86,"Drama,Thriller",6.1,398,hi
Escape from Kabul,2022,73,"Documentary,History",7.6,1327,hi
V/H/S/99,2022,109,Horror,5.2,10853,hi
Changure Bangaru Raja,2023,129,"Comedy,Crime",4.7,122,hi
Aanchhi,2022,123,"Comedy,Drama",6.9,1157,hi
Gammathu,2023,125,"Crime,Romance,Thriller",6.4,18,hi
Commitment,2022,160,Drama,7.9,1034,hi
Get Smart with Money,2022,93,Documentary,5.7,1577,hi
Khiladi 786,2012,141,"Action,Comedy,Romance",4.4,8604,hi
Tracks,2013,112,"Adventure,Biography,Drama",7.1,32740,hi
Marfa Girl,2012,105,Drama,5.1,2046,hi
To Kill a Tiger,2022,128,Documentary,7.6,2915,hi
Kung Fu Panda 4,2024,94,"Action,Adventure,Animation",6.3,74950,hi
Dudes & Dragons,2015,122,"Action,Adventure,Comedy",4.7,1445,hi
Good Kids,2016,86,"Comedy,Drama",6.1,11411,hi
Horrible Bosses 2,2014,108,"Comedy,Crime",6.3,191475,hi
The Escort Wife,2022,78,Thriller,4.0,677,hi
Zila Ghaziabad,2013,142,"Action,Crime,Drama",3.7,1556,hi
Dead Mine,2012,87,"Action,Adventure,Fantasy",4.5,3471,hi
Empire State,2013,94,"Crime,Thriller",5.2,23757,hi
Student of the Year,2012,146,"Comedy,Drama,Music",5.3,21727,hi
The Raptures,2012,50,Drama,7.8,39,hi
Maps to the Stars,2014,111,"Comedy,Drama,Mystery",6.2,44165,hi
The Art of the Steal,2013,90,"Comedy,Crime,Thriller",6.3,26968,hi
Bruce Lee - Super Dragon,1974,110,"Action,Adventure",4.3,116,hi
I Don't Expect Anyone to Believe Me,2023,117,"Comedy,Thriller",5.8,743,hi
Alipiriki Allantha Dooram Lo,2022,\N,"Comedy,Crime,Drama",6.8,1267,hi
Prem Geet 3,2022,121,"Action,Romance",7.3,3555,hi
Batch 2013,2022,155,Drama,8.0,96,hi
Parvatinagar,2022,\N,"Crime,Mystery,Thriller",9.2,54,hi
Seventeeners,2022,122,Drama,7.9,136,hi
Shuklopokkho,2022,99,"Crime,Romance,Thriller",6.7,804,hi
Fenced In,2022,110,Comedy,4.5,805,hi
The Anthrax Attacks,2022,94,"Crime,Documentary",6.3,2414,hi
Nippu,2012,159,"Action,Comedy,Drama",4.0,492,hi
Jab Tak Hai Jaan,2012,176,"Drama,Romance",6.7,61946,hi
The Smell of Us,2014,92,Drama,4.8,2046,hi
Are You Ok Baby?,2023,113,"Crime,Drama,Family",6.5,1286,hi
Maaro,2011,\N,"Action,Comedy",5.0,89,hi
Yeh Jawaani Hai Deewani,2013,160,"Comedy,Drama,Musical",7.3,56515,hi
Son of Sardaar,2012,141,"Action,Comedy,Romance",4.4,11821,hi
Loot,2012,138,"Crime,Drama,Thriller",8.1,1852,hi
American Sniper,2014,133,"Action,Biography,Drama",7.3,559586,hi
An Inconvenient Love,2022,124,"Comedy,Drama,Romance",5.8,602,hi
Two Souls,2023,134,"Fantasy,Romance",6.8,2238,hi
Delinquent Dancers,2012,94,Music,6.2,66,hi
Deep Water,2022,115,"Crime,Drama,Mystery",5.5,68154,hi
Into the Woods,2014,125,"Adventure,Comedy,Drama",5.9,152352,hi
Nanban,2012,188,"Comedy,Drama",7.8,17989,te
Saw X,2023,118,"Horror,Mystery,Thriller",6.6,93923,hi
Sitio Diablo,2022,98,"Action,Crime,Thriller",4.0,288,hi
Vaamana,2025,134,Action,3.0,1226,hi
Bhagavanth Kesari,2023,164,"Action,Drama,Thriller",5.8,5220,hi
The End We Start From,2023,102,"Drama,Thriller",5.9,8639,hi
Maataraani Mounamidhi,2022,126,Thriller,6.0,758,hi
Spoonful of Sugar,2022,94,"Horror,Thriller",5.4,2165,hi
Sr.,2022,89,"Biography,Documentary",7.2,3823,hi
Christmas Ransom,2022,84,"Adventure,Comedy,Family",4.6,309,hi
Send Me,2022,\N,Documentary,7.8,319,hi
Blood Relatives,2022,88,"Comedy,Horror",5.5,1011,hi
Shahid,2012,129,"Biography,Drama",8.2,20840,hi
Thuglaq,2022,130,Romance,7.4,1952,hi
Tehran,2025,115,"Action,Thriller",5.9,28546,hi
While We Watched,2022,94,"Biography,Documentary,News",8.5,2705,hi
Saturday Night,2022,133,Comedy,2.6,1448,hi
Stutz,2022,96,Documentary,7.7,18869,hi
Selena Gomez: My Mind & Me,2022,95,"Biography,Documentary",7.3,6690,hi
English Vinglish,2012,134,"Comedy,Drama,Family",7.8,43851,ta
Christopher,2023,150,"Action,Crime,Drama",5.9,3579,hi
Satrangi Re,2012,135,"Music,Musical",6.7,57,hi
A Gingerbread Christmas,2022,86,"Drama,Romance",6.0,481,hi
Premature,2014,93,"Comedy,Drama,Fantasy",5.7,11156,hi
Call Me Chihiro,2023,131,Drama,6.9,4419,hi
Akasha Veedullo,2022,146,"Drama,Romance",6.6,2061,hi
Love at First Sight,2023,91,"Drama,Romance",6.8,41030,hi
Ram Mohan Kanchukommala,2022,122,Drama,8.2,434,hi
Upgraded,2024,104,"Comedy,Romance",6.1,31807,hi
Bruiser,2022,97,Drama,6.2,943,hi
August 16 1947,2023,144,"Action,Drama",6.7,1257,hi
Tholvi F.C.,2023,120,"Comedy,Family",5.9,601,hi
Ghudchadi,2024,113,Family,4.1,587,hi
The Figo Affair: The Transfer that Changed Football,2022,105,"Biography,Documentary,Sport",7.1,6437,hi
Ivy + Bean: Doomed to Dance,2022,53,"Comedy,Family",6.0,230,hi
Ivy + Bean: The Ghost That Had to Go,2022,61,"Comedy,Family",5.6,297,hi
Skandal! Bringing Down Wirecard,2022,92,"Crime,Documentary",7.2,2563,hi
The Redeem Team,2022,97,"Documentary,History,Sport",7.4,12156,hi
Swindler Seduction,2022,87,"Drama,Thriller",5.6,261,hi
